user_id	review_id	votes.cool	business_id	votes.funny	stars	date	type	votes.useful
49Xz2Dn8ExaN86biA60KTw	csI_gSpSxO8S3UWuFjQanQ	1	rT-iPtIXMKj3dTcl87lbOw	0	5	2012-12-08	review	2
YWYUDj-_4MT11Rt2XJWwVg	uxkDnD3ZuKlaV-p7oktzng	2	rT-iPtIXMKj3dTcl87lbOw	2	4	2013-01-02	review	3
BrXtKjjca0ROYsPYd7MPww	e-bea_w62zTRUx66Ecd25w	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2013-01-18	review	0
QedcGBl0XAowwq6YNdkenw	GV1lo3_EIYa4IvnExhZbsg	0	rT-iPtIXMKj3dTcl87lbOw	0	2	2013-01-22	review	0
QvXc4P6DZq8Rfl_Qg1X9bw	NJMW1_s3NSnN1mYNRBUrDA	0	rT-iPtIXMKj3dTcl87lbOw	0	3	2013-02-11	review	0
do-fO-EruYVP_FQPMNWmZg	lVF4hTjkq-XWrf3gzaFaYA	1	rT-iPtIXMKj3dTcl87lbOw	0	3	2013-03-27	review	1
0HDqAfvyV7QnQmdKHv6xBQ	9rdQI4WZxYziUsLl7o-XCw	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2013-05-15	review	0
I9-qaI_sfTJzeG52WZMdkQ	jjlYRZGQLdqNzHFoPENIGA	1	rT-iPtIXMKj3dTcl87lbOw	1	5	2013-05-20	review	2
mkSUSIbrc14gRgUG4rsNug	WbBHCK0lAbcg2bUjieyp4A	0	rT-iPtIXMKj3dTcl87lbOw	0	2	2013-10-21	review	0
DQ3OenYLjeVBbI6Rc8sxDg	TNfM8W6CeEd1A3ae9HEHfQ	0	rT-iPtIXMKj3dTcl87lbOw	0	4	2013-11-08	review	0
3DJuaxPPvXqD-o_rjElMZA	oOjhgNYCfFbF-DlRbYAaIw	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2013-12-19	review	0
ka9Btp2ofmoPoTJG15YTaA	zmtC0qD13DRzgiEh0stYXA	1	rT-iPtIXMKj3dTcl87lbOw	0	5	2014-01-10	review	0
SvekMGzEIy6c5MfiLLar6w	m-01MKxencHkWoC1q47rVg	0	rT-iPtIXMKj3dTcl87lbOw	1	3	2014-03-12	review	1
ESu6WCQYwQSq0kgB7WHSzQ	kFlZiWsjO6deXk0qdbxAqA	1	rT-iPtIXMKj3dTcl87lbOw	1	4	2014-03-17	review	1
LTjPPNLgjfLa8d2Vvu_i5A	m6Cu6BY4fvQSby-cdANTlw	0	rT-iPtIXMKj3dTcl87lbOw	0	3	2014-04-06	review	0
h0SnEPYakQcKJtkQ8tpPJQ	WKUhOdKO6ovE_9AhCvoqgg	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2014-04-19	review	0
VufQy1WZReeurjheYEnAyw	p92RL_oL-wqWS_dNANfYtQ	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2014-04-29	review	0
TPdDxl9JjzTA6mt5gyjw5Q	QdeXdJSAQyQ03Gk6qELtvw	0	rT-iPtIXMKj3dTcl87lbOw	0	2	2014-05-29	review	1
yGaocZLxa3fWqs8SY66q4Q	wMt2AU2ZkXiKyw_VtM8fFA	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2014-07-01	review	0
UKr8wIgZBnBmjh2qo8rzSg	N7FRuTrckrNrlG2wYpo27A	0	rT-iPtIXMKj3dTcl87lbOw	0	2	2014-08-01	review	0
vDyczXgt4yxqcu1lCd2-OQ	Em8Wxyh3JkZ-Eozs8Nlm9w	0	rT-iPtIXMKj3dTcl87lbOw	0	4	2014-08-12	review	1
dMQsRjZa4yAE_ogZrLaphQ	9U6kscJ-m5nyc0MDXxOGGQ	0	rT-iPtIXMKj3dTcl87lbOw	0	2	2014-08-22	review	1
942j8L5V_0cNSMBNr0yBKw	2oKK2drg79WAccCzzy0nCQ	0	rT-iPtIXMKj3dTcl87lbOw	0	5	2014-08-30	review	0
1K50PvXa6l5PBXZXhzkB-g	Gu1Fe89_McK5GpamaA-7QA	0	rT-iPtIXMKj3dTcl87lbOw	0	3	2014-10-07	review	0
US1xYmsm4L3kh_5Sck2Byw	tq1svw8oQxDX6zOOikhCDw	0	rT-iPtIXMKj3dTcl87lbOw	1	4	2014-11-25	review	0
